eff trg_stat nonprompt Jpsi pbpb
0, 2.4, 9.5, 11, 30, 100, 0.00409455
0, 2.4, 11, 13, 30, 100, 0.00418355
0, 2.4, 13, 15, 30, 100, 0.00427947
0, 2.4, 15, 20, 30, 100, 0.00449408
0, 2.4, 20, 50, 30, 100, 0.00471312
0, 0.4, 6.5, 50, 0, 200, 0.00445327
0.4, 0.8, 6.5, 50, 0, 200, 0.00442339
0.8, 1.2, 6.5, 50, 0, 200, 0.00464232
1.2, 1.6, 6.5, 50, 0, 200, 0.00665162
1.6, 2, 6.5, 50, 0, 200, 0.00817513
2, 2.4, 6.5, 50, 0, 200, 0.0162609
0, 2.4, 6.5, 50, 0, 200, 0.00442612
0, 1.6, 6.5, 30, 0, 20, 0.00409892
0, 1.6, 6.5, 30, 20, 40, 0.00418918
0, 1.6, 6.5, 30, 40, 60, 0.00419141
0, 1.6, 6.5, 30, 60, 80, 0.00423666
0, 1.6, 6.5, 30, 80, 100, 0.00418333
0, 1.6, 6.5, 30, 100, 200, 0.00422915
1.6, 2.4, 3, 30, 0, 40, 0.0103881
1.6, 2.4, 3, 30, 40, 80, 0.0116537
1.6, 2.4, 3, 30, 80, 200, 0.011662
0, 1.6, 6.5, 9, 0, 200, 0.0070989
0, 1.6, 9, 12, 0, 200, 0.00367807
0, 1.6, 12, 15, 0, 200, 0.00374712
0, 1.6, 15, 20, 0, 200, 0.00403079
0, 1.6, 20, 30, 0, 200, 0.00423246
1.6, 2.4, 3, 6.5, 0, 200, 0.0253207
1.6, 2.4, 6.5, 12, 0, 200, 0.00930736
1.6, 2.4, 12, 30, 0, 200, 0.012663
