mass;rap;pt;Model_CtauTrueRes_PP;Model_CtauTrue_PP;sigmaB_JpsiNoPR_PP;sigmaB_Psi2SNoPR_PP;lambdaDSS_JpsiNoPR_PP;lambdaDSS_Psi2SNoPR_PP;
2.0-4.0;2.5-4.0;0.0-30.0;Delta;SingleSidedDecay;
